opportunity_id,account_id,account_name,opportunity_name,stage,amount,currency,close_date,created_date,days_in_stage,deal_type,contract_term_months,owner_name,last_activity_date,probability,next_step,partner_id
OPP-00294,ACC-00062,Vitality Health,Vitality Health - Tier Upgrade,Closed Lost,221000,USD,2023-09-12,2022-12-13,31,Expansion,12,James Park,2023-09-12,0,,
OPP-00295,ACC-00063,BioSync,BioSync - New License,Closed Lost,129000,USD,2024-08-15,2024-03-28,55,New Business,12,Lisa Wang,2024-08-15,0,,
OPP-00296,ACC-00064,HealthGrid Inc.,HealthGrid Inc. - Subscription Renewal,Closed Won,214000,USD,2023-09-28,2022-08-21,57,Renewal,12,Mike Rodriguez,2023-09-28,100,,
OPP-00297,ACC-00065,Aether Med,Aether Med - Subscription Renewal,Closed Won,157000,USD,2024-12-23,2024-09-16,60,Renewal,12,Mike Rodriguez,2024-12-23,100,,
OPP-00298,ACC-00066,NovaCare,NovaCare - Module Add-on,Closed Lost,20000,USD,2024-12-27,2024-08-15,52,Expansion,12,Lisa Wang,2024-12-27,0,,
OPP-00299,ACC-00067,Centric Health Solutions,Centric Health Solutions - Module Add-on,Closed Won,79000,USD,2025-03-22,2024-09-13,34,Expansion,12,David Kim,2025-03-22,100,,
OPP-00300,ACC-00068,Pacific Health,Pacific Health - Tier Upgrade,Closed Lost,11000,EUR,2025-02-20,2022-08-04,52,Expansion,12,David Kim,2025-02-20,0,,
OPP-00301,ACC-00069,MedBridge,MedBridge - Tier Upgrade,Closed Won,129000,USD,2024-02-18,2023-06-03,55,Expansion,12,Sarah Chen,2024-02-18,100,,
OPP-00302,ACC-00070,Salud,Salud - Platform Subscription,Discovery,28000,USD,2025-10-08,2023-10-03,41,New Business,12,Sarah Chen,2025-03-21,80,Executive meeting,
OPP-00303,ACC-00071,TrueHealth,TrueHealth - Contract Renewal,Prospecting,65000,USD,2025-10-21,2023-04-11,41,Renewal,12,James Park,2025-03-18,10,Security review,
OPP-00304,ACC-00072,WellCore,WellCore - Seat Expansion,Discovery,134000,USD,2025-09-18,2023-07-10,13,Expansion,12,Emma Thompson,2025-03-01,25,POC setup,
OPP-00305,ACC-00073,Genome,Genome - Platform Subscription,Closed Lost,47000,USD,2023-12-11,2023-11-09,53,New Business,12,Mike Rodriguez,2023-12-11,0,,
OPP-00306,ACC-00074,PulsePoint,PulsePoint - New License,Discovery,111000,USD,2025-07-27,2024-02-21,29,New Business,12,James Park,2025-03-26,25,Technical review,
OPP-00307,ACC-00075,Apex Capital Group,Apex Capital Group - Platform Subscription,Discovery,112000,USD,2025-10-27,2024-10-13,9,New Business,12,Sarah Chen,2025-03-14,25,POC setup,
OPP-00308,ACC-00076,Fidelity Bridge Inc.,Fidelity Bridge Inc. - Tier Upgrade,Closed Won,51000,USD,2023-10-16,2023-05-23,20,Expansion,12,James Park,2023-10-16,100,,
OPP-00309,ACC-00077,Sterling Wealth Management,Sterling Wealth Management - Initial Contract,Closed Won,55000,USD,2025-02-09,2024-02-09,14,New Business,12,Mike Rodriguez,2025-02-09,100,,
OPP-00310,ACC-00078,BankTech,BankTech - Tier Upgrade,Proposal,29000,USD,2025-10-29,2023-03-12,5,Expansion,12,Emma Thompson,2025-03-26,10,Executive meeting,
OPP-00311,ACC-00079,Moneta,Moneta - Subscription Renewal,Closed Won,85000,USD,2024-07-20,2022-07-12,5,Renewal,12,Mike Rodriguez,2024-07-20,100,,
OPP-00312,ACC-00080,Fortis Capital,Fortis Capital - Annual Renewal,Closed Won,17000,USD,2024-09-17,2024-07-23,50,Renewal,12,David Kim,2024-09-17,100,,
OPP-00313,ACC-00081,Pacific Wealth Partners,Pacific Wealth Partners - Initial Contract,Closed Lost,70000,USD,2023-08-29,2023-02-17,35,New Business,12,James Park,2023-08-29,0,,
OPP-00314,ACC-00082,Finova,Finova - Seat Expansion,Closed Lost,201000,USD,2023-06-05,2022-08-04,19,Expansion,12,Mike Rodriguez,2023-06-05,0,,
OPP-00315,ACC-00083,LatAm Financial Services,LatAm Financial Services - Initial Contract,Closed Won,244000,USD,2025-02-22,2024-11-30,55,New Business,12,Lisa Wang,2025-02-22,100,,
OPP-00316,ACC-00084,TrustBank,TrustBank - Contract Renewal,Closed Won,110000,USD,2023-11-16,2023-03-20,59,Renewal,12,Lisa Wang,2023-11-16,100,,
OPP-00317,ACC-00085,Forge Ind.,Forge Ind. - Contract Renewal,Negotiation,215000,USD,2025-07-27,2023-01-07,42,Renewal,12,Mike Rodriguez,2025-03-24,75,,
OPP-00318,ACC-00086,Titan Mfg,Titan Mfg - Annual Renewal,Proposal,191000,USD,2025-04-28,2023-12-25,23,Renewal,12,Mike Rodriguez,2025-03-19,50,Executive meeting,
OPP-00319,ACC-00087,Precision Dynamics Corp,Precision Dynamics Corp - Contract Renewal,Closed Won,168000,USD,2024-08-18,2023-11-11,33,Renewal,12,Emma Thompson,2024-08-18,100,,
OPP-00320,ACC-00088,Steelbridge,Steelbridge - Platform Subscription,Closed Won,75000,USD,2024-01-19,2023-12-06,49,New Business,12,Emma Thompson,2024-01-19,100,,
OPP-00321,ACC-00089,EuroForge,EuroForge - Initial Contract,Prospecting,164000,USD,2025-08-02,2022-10-13,37,New Business,12,James Park,2025-03-28,10,Security review,
OPP-00322,ACC-00090,Rhine Ind.,Rhine Ind. - Contract Renewal,Closed Lost,162000,USD,2024-01-13,2023-05-16,60,Renewal,12,Lisa Wang,2024-01-13,0,,
OPP-00323,ACC-00091,Kanto Mfg,Kanto Mfg - New License,Closed Won,204000,USD,2023-01-11,2022-07-30,14,New Business,12,Mike Rodriguez,2023-01-11,100,,
OPP-00324,ACC-00092,Pacifica Ind,Pacifica Ind - Initial Contract,Negotiation,215000,USD,2025-08-28,2023-09-13,32,New Business,12,Emma Thompson,2025-03-01,90,,
OPP-00325,ACC-00093,Andean Mfg,Andean Mfg - Initial Contract,Negotiation,238000,USD,2025-09-11,2022-12-29,10,New Business,12,Mike Rodriguez,2025-03-14,75,Technical review,
OPP-00326,ACC-00094,Ironworks,Ironworks - Module Add-on,Closed Won,131000,USD,2023-12-17,2022-11-23,7,Expansion,12,Mike Rodriguez,2023-12-17,100,,
OPP-00327,ACC-00095,Urban Mart Inc.,Urban Mart Inc. - Seat Expansion,Closed Lost,117000,USD,2022-11-18,2022-10-08,7,Expansion,12,James Park,2022-11-18,0,,
OPP-00328,ACC-00096,ShopStream Inc.,ShopStream Inc. - Platform Subscription,Closed Won,32000,USD,2023-10-10,2023-04-19,42,New Business,12,Lisa Wang,2023-10-10,100,,
OPP-00329,ACC-00097,Retail Edge Corp,Retail Edge Corp - Initial Contract,Closed Won,90000,USD,2024-01-19,2023-09-11,26,New Business,12,Mike Rodriguez,2024-01-19,100,,
OPP-00330,ACC-00098,FreshMarket,FreshMarket - Seat Expansion,Closed Won,113000,USD,2023-12-24,2022-06-27,36,Expansion,12,David Kim,2023-12-24,100,,
OPP-00331,ACC-00099,Europa Retail,Europa Retail - Module Add-on,Closed Won,205000,USD,2023-01-24,2022-11-08,21,Expansion,12,Lisa Wang,2023-01-24,100,,
OPP-00332,ACC-00100,Nordic Shops AB,Nordic Shops AB - Tier Upgrade,Closed Won,63000,USD,2025-03-19,2023-10-21,34,Expansion,12,Mike Rodriguez,2025-03-19,100,,
OPP-00333,ACC-00101,Pacific Mart,Pacific Mart - Contract Renewal,Closed Won,178000,USD,2022-11-08,2022-08-01,58,Renewal,12,Emma Thompson,2022-11-08,100,,
OPP-00334,ACC-00102,Bazaar Tech,Bazaar Tech - New License,Proposal,20000,USD,2025-04-15,2024-12-20,45,New Business,12,James Park,2025-03-09,50,Executive meeting,
OPP-00335,ACC-00103,Mercado,Mercado - Seat Expansion,Closed Lost,136000,USD,2024-12-26,2024-09-13,18,Expansion,12,Emma Thompson,2024-12-26,0,,
OPP-00336,ACC-00104,Beacon Retail Group,Beacon Retail Group - Module Add-on,Closed Won,173000,USD,2024-02-28,2023-04-08,14,Expansion,12,Emma Thompson,2024-02-28,100,,
OPP-00337,ACC-00105,EduPath Learning,EduPath Learning - Initial Contract,Closed Won,151000,USD,2024-10-30,2023-11-20,56,New Business,12,Lisa Wang,2024-10-30,100,,
OPP-00338,ACC-00106,Bright Minds,Bright Minds - New License,Closed Won,242000,USD,2024-07-08,2023-09-26,24,New Business,12,Mike Rodriguez,2024-07-08,100,,
OPP-00339,ACC-00107,LearnSphere Inc.,LearnSphere Inc. - Contract Renewal,Proposal,181000,USD,2025-04-21,2022-12-03,22,Renewal,12,Sarah Chen,2025-03-30,50,Security review,
OPP-00340,ACC-00108,AcademiQ Solutions,AcademiQ Solutions - Contract Renewal,Closed Won,58000,USD,2025-01-25,2024-11-19,27,Renewal,12,David Kim,2025-01-25,100,,
OPP-00341,ACC-00109,EduNova Group,EduNova Group - Tier Upgrade,Closed Won,63000,USD,2024-05-23,2022-07-05,6,Expansion,12,Lisa Wang,2024-05-23,100,,
OPP-00342,ACC-00110,Amplify,Amplify - Contract Renewal,Closed Won,218000,USD,2025-03-07,2024-05-28,51,Renewal,12,David Kim,2025-03-07,100,,
OPP-00343,ACC-00111,Spectrum,Spectrum - Platform Subscription,Closed Lost,123000,EUR,2024-11-22,2024-08-10,23,New Business,12,David Kim,2024-11-22,0,,
OPP-00344,ACC-00112,Lumina,Lumina - Tier Upgrade,Proposal,94000,USD,2025-05-11,2023-11-06,49,Expansion,12,David Kim,2025-03-09,10,Contract negotiation,
OPP-00345,ACC-00113,Rising Sun,Rising Sun - Tier Upgrade,Closed Won,126000,USD,2024-03-31,2022-09-12,41,Expansion,12,Sarah Chen,2024-03-31,100,,
OPP-00346,ACC-00114,Solaris,Solaris - Contract Renewal,Closed Won,195000,USD,2023-04-10,2022-07-17,52,Renewal,12,Emma Thompson,2023-04-10,100,,
OPP-00347,ACC-00115,GreenVolt Power,GreenVolt Power - Module Add-on,Proposal,231000,USD,2025-05-20,2024-11-17,17,Expansion,12,Mike Rodriguez,2025-03-11,50,Security review,
OPP-00348,ACC-00116,Renewable Dyn.,Renewable Dyn. - Annual Renewal,Prospecting,184000,USD,2025-11-25,2022-12-03,22,Renewal,12,James Park,2025-03-12,10,Executive meeting,
OPP-00349,ACC-00117,Stratton,Stratton - New License,Closed Won,96000,USD,2025-03-25,2024-12-23,9,New Business,12,Emma Thompson,2025-03-25,100,,
OPP-00350,ACC-00118,Vanguard,Vanguard - Annual Renewal,Closed Won,167000,USD,2024-12-24,2024-03-06,46,Renewal,12,Lisa Wang,2024-12-24,100,,
OPP-00351,ACC-00001,Quantum Dynamics Inc.,Quantum Dynamics Inc. - Initial Contract,Closed Lost,102000,USD,2023-11-11,2023-09-29,24,New Business,12,Sarah Chen,2023-11-11,0,,
OPP-00352,ACC-00002,Meridian Health,Meridian Health - Seat Expansion,Proposal,55000,USD,2025-04-05,2022-06-22,11,Expansion,12,Lisa Wang,2025-03-20,10,,
OPP-00353,ACC-00003,Atlas Logistics,Atlas Logistics - Seat Expansion,Closed Lost,186000,USD,2024-08-24,2024-04-12,33,Expansion,12,David Kim,2024-08-24,0,,
OPP-00354,ACC-00004,Novatech,Novatech - Annual Renewal,Closed Lost,229000,USD,2024-07-03,2024-02-03,53,Renewal,12,Sarah Chen,2024-07-03,0,,
OPP-00355,ACC-00005,Lumin Digital,Lumin Digital - Initial Contract,Proposal,172000,USD,2025-07-06,2023-12-23,9,New Business,12,James Park,2025-03-31,10,Pricing discussion,
OPP-00356,ACC-00006,Clearview Analytics Inc.,Clearview Analytics Inc. - New License,Discovery,234000,USD,2025-11-13,2022-12-10,22,New Business,12,Mike Rodriguez,2025-03-14,25,Technical review,
OPP-00357,ACC-00007,Prism Software Solutions,Prism Software Solutions - Initial Contract,Closed Lost,140000,USD,2025-01-10,2024-10-18,45,New Business,12,James Park,2025-01-10,0,,
OPP-00358,ACC-00008,Summit Financial Group,Summit Financial Group - Subscription Renewal,Closed Won,74000,USD,2025-01-22,2023-06-09,39,Renewal,12,David Kim,2025-01-22,100,,
OPP-00359,ACC-00009,Horizon Media Partners,Horizon Media Partners - Module Add-on,Closed Won,180000,USD,2025-01-31,2024-07-17,36,Expansion,12,Mike Rodriguez,2025-01-31,100,,
OPP-00360,ACC-00010,Vertex Engineering Ltd.,Vertex Engineering Ltd. - Subscription Renewal,Discovery,74000,EUR,2025-05-02,2022-11-26,39,Renewal,12,Mike Rodriguez,2025-03-25,25,Executive meeting,
OPP-00361,ACC-00011,Stratos Cloud Services,Stratos Cloud Services - Contract Renewal,Closed Won,44000,EUR,2023-08-15,2022-11-17,34,Renewal,12,Sarah Chen,2023-08-15,100,,
OPP-00362,ACC-00012,Pinnacle Retail Group,Pinnacle Retail Group - New License,Closed Won,57000,USD,2025-02-10,2023-02-03,51,New Business,12,James Park,2025-02-10,100,,
OPP-00363,ACC-00013,Catalyst Innovation Labs,Catalyst Innovation Labs - Initial Contract,Negotiation,162000,USD,2025-08-27,2024-04-27,6,New Business,12,James Park,2025-03-02,75,Security review,
OPP-00364,ACC-00014,Redwood Mfg Corp,Redwood Mfg Corp - Tier Upgrade,Closed Won,125000,USD,2025-01-23,2024-08-06,17,Expansion,12,Mike Rodriguez,2025-01-23,100,,
OPP-00365,ACC-00023,Nebula Systems Inc.,Nebula Systems Inc. - New License,Closed Won,221000,USD,2025-02-03,2023-09-23,8,New Business,12,Emma Thompson,2025-02-03,100,,
OPP-00366,ACC-00024,Ironclad Sec,Ironclad Sec - Subscription Renewal,Negotiation,112000,USD,2025-06-22,2022-10-05,22,Renewal,12,Emma Thompson,2025-03-10,90,,
OPP-00367,ACC-00025,ByteForge Inc.,ByteForge Inc. - Platform Subscription,Closed Won,102000,USD,2023-12-21,2023-08-04,45,New Business,12,Sarah Chen,2023-12-21,100,,
OPP-00368,ACC-00026,Datastream,Datastream - New License,Proposal,137000,USD,2025-07-18,2023-06-09,25,New Business,12,James Park,2025-03-10,50,Contract negotiation,
OPP-00369,ACC-00027,CloudPeak,CloudPeak - Tier Upgrade,Proposal,119000,USD,2025-09-12,2024-07-08,50,Expansion,12,James Park,2025-03-19,50,Demo scheduled,
OPP-00370,ACC-00028,Silverline Technology,Silverline Technology - Initial Contract,Closed Won,21000,USD,2024-08-04,2024-01-20,22,New Business,12,Sarah Chen,2024-08-04,100,,
OPP-00371,ACC-00029,Nextera,Nextera - Contract Renewal,Prospecting,36000,USD,2025-10-31,2024-09-16,35,Renewal,12,Emma Thompson,2025-03-30,10,Technical review,
OPP-00372,ACC-00030,CoreStack,CoreStack - Contract Renewal,Closed Lost,123000,USD,2025-02-08,2023-12-28,24,Renewal,12,Emma Thompson,2025-02-08,0,,
OPP-00373,ACC-00031,Pulse Analytics Inc.,Pulse Analytics Inc. - Annual Renewal,Closed Won,183000,USD,2025-01-17,2024-03-09,59,Renewal,12,David Kim,2025-01-17,100,,
OPP-00374,ACC-00032,Arcus Tech,Arcus Tech - Subscription Renewal,Prospecting,246000,USD,2025-09-23,2024-08-05,28,Renewal,12,Sarah Chen,2025-03-06,10,Pricing discussion,
OPP-00375,ACC-00033,TerraForm,TerraForm - New License,Closed Won,168000,USD,2024-05-14,2023-09-25,13,New Business,12,Lisa Wang,2024-05-14,100,,
OPP-00376,ACC-00034,Vanta,Vanta - Module Add-on,Prospecting,80000,USD,2025-07-01,2023-10-19,13,Expansion,12,Mike Rodriguez,2025-03-01,10,Demo scheduled,
OPP-00377,ACC-00035,Codex,Codex - Module Add-on,Closed Won,172000,USD,2024-10-20,2024-03-26,11,Expansion,12,Emma Thompson,2024-10-20,100,,
OPP-00378,ACC-00036,Synthetix,Synthetix - Tier Upgrade,Closed Won,240000,EUR,2024-11-07,2023-10-17,58,Expansion,12,Sarah Chen,2024-11-07,100,,
OPP-00379,ACC-00037,PixelWave Studios,PixelWave Studios - Initial Contract,Closed Won,100000,USD,2024-12-18,2024-09-27,43,New Business,12,Lisa Wang,2024-12-18,100,,
OPP-00380,ACC-00038,Alpine Data,Alpine Data - Initial Contract,Prospecting,167000,USD,2025-09-16,2022-12-21,45,New Business,12,Lisa Wang,2025-03-14,10,Technical review,
OPP-00381,ACC-00039,Orbis Technology,Orbis Technology - Contract Renewal,Prospecting,175000,USD,2025-07-28,2022-12-19,3,Renewal,12,Mike Rodriguez,2025-03-06,10,POC setup,
OPP-00382,ACC-00040,NightOwl,NightOwl - New License,Closed Won,30000,USD,2024-03-13,2024-01-04,31,New Business,12,David Kim,2024-03-13,100,,
OPP-00383,ACC-00041,Kinetic Sys,Kinetic Sys - Contract Renewal,Closed Lost,92000,EUR,2025-02-24,2024-10-30,28,Renewal,12,Sarah Chen,2025-02-24,0,,
OPP-00384,ACC-00042,Zenith AI Corp,Zenith AI Corp - Subscription Renewal,Closed Lost,53000,USD,2025-02-06,2022-11-01,27,Renewal,12,James Park,2025-02-06,0,,
OPP-00385,ACC-00043,DragonCloud,DragonCloud - Module Add-on,Closed Won,169000,EUR,2025-02-06,2022-10-15,52,Expansion,12,Emma Thompson,2025-02-06,100,,
OPP-00386,ACC-00044,SilkRoute,SilkRoute - Contract Renewal,Closed Won,139000,USD,2023-01-14,2022-10-05,9,Renewal,12,Mike Rodriguez,2023-01-14,100,,
OPP-00387,ACC-00045,Aurora Technology,Aurora Technology - Tier Upgrade,Closed Lost,187000,EUR,2023-07-02,2022-07-02,6,Expansion,12,David Kim,2023-07-02,0,,
OPP-00388,ACC-00046,Nuvola,Nuvola - Module Add-on,Negotiation,242000,USD,2025-07-01,2023-03-08,42,Expansion,12,James Park,2025-03-06,75,Technical review,
OPP-00389,ACC-00047,DigitalBridge,DigitalBridge - New License,Proposal,240000,USD,2025-06-10,2024-12-28,47,New Business,12,David Kim,2025-03-19,50,Technical review,
OPP-00390,ACC-00048,Cloud Vista Inc.,Cloud Vista Inc. - Tier Upgrade,Closed Lost,146000,USD,2025-02-03,2024-12-10,14,Expansion,12,Mike Rodriguez,2025-02-03,0,,
OPP-00391,ACC-00049,Verdant Sys,Verdant Sys - Module Add-on,Closed Won,226000,USD,2022-11-24,2022-09-02,22,Expansion,12,Mike Rodriguez,2022-11-24,100,,
OPP-00392,ACC-00050,Helix,Helix - Subscription Renewal,Discovery,81000,USD,2025-04-10,2024-04-18,18,Renewal,12,Lisa Wang,2025-03-15,25,Executive meeting,
OPP-00393,ACC-00051,Cirrus Logic,Cirrus Logic - Module Add-on,Closed Lost,182000,USD,2024-08-31,2024-04-18,14,Expansion,12,Mike Rodriguez,2024-08-31,0,,
OPP-00394,ACC-00052,DeepField,DeepField - New License,Closed Lost,226000,USD,2024-06-26,2024-05-04,54,New Business,12,Mike Rodriguez,2024-06-26,0,,
OPP-00395,ACC-00053,Lightspeed,Lightspeed - Subscription Renewal,Closed Won,47000,USD,2024-11-21,2022-12-21,38,Renewal,12,Emma Thompson,2024-11-21,100,,
OPP-00396,ACC-00054,OmniCore,OmniCore - Tier Upgrade,Closed Lost,65000,USD,2025-02-19,2024-10-06,43,Expansion,12,Sarah Chen,2025-02-19,0,,
OPP-00397,ACC-00055,Flux Technology,Flux Technology - Tier Upgrade,Closed Won,120000,USD,2025-03-14,2024-05-23,22,Expansion,12,Lisa Wang,2025-03-14,100,,
OPP-00398,ACC-00056,Sapient,Sapient - Platform Subscription,Closed Won,233000,USD,2024-08-02,2024-04-06,47,New Business,12,Lisa Wang,2024-08-02,100,,
OPP-00399,ACC-00057,Wavelength,Wavelength - Tier Upgrade,Discovery,37000,USD,2025-11-01,2022-06-17,14,Expansion,12,Lisa Wang,2025-03-27,25,Demo scheduled,
OPP-00400,ACC-00058,EdgePoint,EdgePoint - Tier Upgrade,Closed Lost,250000,USD,2024-03-24,2023-08-13,50,Expansion,12,Sarah Chen,2024-03-24,0,,
OPP-00401,ACC-00059,Cortex Auto,Cortex Auto - Initial Contract,Negotiation,195000,EUR,2025-11-24,2022-07-09,59,New Business,12,David Kim,2025-03-04,75,Security review,
OPP-00402,ACC-00060,MedVantage Health,MedVantage Health - New License,Discovery,148000,EUR,2025-05-15,2023-10-04,18,New Business,12,Emma Thompson,2025-03-12,25,Security review,
OPP-00403,ACC-00061,CarePath,CarePath - Initial Contract,Prospecting,153000,USD,2025-08-19,2024-03-27,12,New Business,12,Lisa Wang,2025-03-18,10,Technical review,
OPP-00404,ACC-00062,Vitality Health,Vitality Health - Platform Subscription,Closed Lost,213000,USD,2024-12-10,2023-11-08,10,New Business,12,Mike Rodriguez,2024-12-10,0,,
OPP-00405,ACC-00063,BioSync,BioSync - Subscription Renewal,Closed Won,23000,USD,2025-03-25,2024-12-26,38,Renewal,12,Emma Thompson,2025-03-25,100,,
OPP-00406,ACC-00064,HealthGrid Inc.,HealthGrid Inc. - Annual Renewal,Closed Won,226000,USD,2024-03-04,2022-07-16,10,Renewal,12,Sarah Chen,2024-03-04,100,,
OPP-00407,ACC-00065,Aether Med,Aether Med - New License,Closed Lost,207000,USD,2024-12-21,2023-10-19,53,New Business,12,Emma Thompson,2024-12-21,0,,
OPP-00408,ACC-00066,NovaCare,NovaCare - Seat Expansion,Closed Won,147000,USD,2024-10-14,2024-06-01,46,Expansion,12,Emma Thompson,2024-10-14,100,,
OPP-00409,ACC-00067,Centric Health Solutions,Centric Health Solutions - New License,Closed Lost,79000,USD,2024-09-03,2022-09-20,46,New Business,12,Emma Thompson,2024-09-03,0,,
OPP-00410,ACC-00068,Pacific Health,Pacific Health - Initial Contract,Proposal,24000,USD,2025-08-10,2023-11-14,44,New Business,12,Emma Thompson,2025-03-24,50,Executive meeting,
OPP-00411,ACC-00069,MedBridge,MedBridge - Subscription Renewal,Prospecting,81000,EUR,2025-07-15,2022-08-23,32,Renewal,12,David Kim,2025-03-23,10,POC setup,
OPP-00412,ACC-00070,Salud,Salud - Initial Contract,Closed Won,196000,USD,2024-06-19,2024-02-13,49,New Business,12,James Park,2024-06-19,100,,
OPP-00413,ACC-00071,TrueHealth,TrueHealth - Annual Renewal,Closed Lost,58000,USD,2024-11-24,2024-09-04,21,Renewal,12,Sarah Chen,2024-11-24,0,,
OPP-00414,ACC-00072,WellCore,WellCore - Initial Contract,Discovery,109000,USD,2025-08-05,2023-04-14,33,New Business,12,Emma Thompson,2025-03-29,25,Contract negotiation,
OPP-00415,ACC-00073,Genome,Genome - Initial Contract,Closed Won,98000,EUR,2022-09-22,2022-08-21,8,New Business,12,Emma Thompson,2022-09-22,100,,
OPP-00416,ACC-00074,PulsePoint,PulsePoint - New License,Closed Lost,137000,USD,2024-11-24,2024-05-14,15,New Business,12,James Park,2024-11-24,0,,
OPP-00417,ACC-00075,Apex Capital Group,Apex Capital Group - Annual Renewal,Prospecting,30000,USD,2025-06-27,2024-12-25,36,Renewal,12,Mike Rodriguez,2025-03-13,10,Pricing discussion,
OPP-00418,ACC-00076,Fidelity Bridge Inc.,Fidelity Bridge Inc. - Platform Subscription,Closed Won,167000,USD,2024-10-17,2024-08-17,11,New Business,12,James Park,2024-10-17,100,,
OPP-00419,ACC-00077,Sterling Wealth Management,Sterling Wealth Management - Initial Contract,Proposal,65000,USD,2025-07-16,2023-07-13,25,New Business,12,Emma Thompson,2025-03-05,50,Executive meeting,
OPP-00420,ACC-00078,BankTech,BankTech - Platform Subscription,Closed Won,78000,USD,2024-09-21,2024-02-12,17,New Business,12,David Kim,2024-09-21,100,,
OPP-00421,ACC-00079,Moneta,Moneta - Tier Upgrade,Closed Lost,138000,USD,2024-04-11,2022-07-28,10,Expansion,12,Mike Rodriguez,2024-04-11,0,,
OPP-00422,ACC-00080,Fortis Capital,Fortis Capital - New License,Proposal,237000,EUR,2025-10-03,2023-10-26,48,New Business,12,Sarah Chen,2025-03-28,50,Security review,
OPP-00423,ACC-00081,Pacific Wealth Partners,Pacific Wealth Partners - Seat Expansion,Closed Won,239000,USD,2023-07-17,2022-10-30,43,Expansion,12,Emma Thompson,2023-07-17,100,,
OPP-00424,ACC-00082,Finova,Finova - Tier Upgrade,Prospecting,99000,USD,2025-06-10,2023-08-30,10,Expansion,12,Mike Rodriguez,2025-03-03,10,Contract negotiation,
OPP-00425,ACC-00083,LatAm Financial Services,LatAm Financial Services - Platform Subscription,Discovery,111000,USD,2025-05-06,2024-07-17,20,New Business,12,David Kim,2025-03-20,25,Security review,
OPP-00426,ACC-00084,TrustBank,TrustBank - Platform Subscription,Closed Won,236000,USD,2024-09-11,2023-11-09,36,New Business,12,Mike Rodriguez,2024-09-11,100,,
OPP-00427,ACC-00085,Forge Ind.,Forge Ind. - Platform Subscription,Closed Won,115000,EUR,2025-01-19,2024-02-13,49,New Business,12,Mike Rodriguez,2025-01-19,100,,
OPP-00428,ACC-00086,Titan Mfg,Titan Mfg - Contract Renewal,Prospecting,60000,EUR,2025-04-23,2022-11-21,4,Renewal,12,Lisa Wang,2025-03-17,10,Contract negotiation,
OPP-00429,ACC-00087,Precision Dynamics Corp,Precision Dynamics Corp - Tier Upgrade,Discovery,164000,USD,2025-09-21,2024-04-19,38,Expansion,12,Mike Rodriguez,2025-03-04,25,POC setup,
OPP-00430,ACC-00088,Steelbridge,Steelbridge - Module Add-on,Negotiation,235000,USD,2025-07-14,2022-08-30,6,Expansion,12,Mike Rodriguez,2025-03-13,75,,
OPP-00431,ACC-00089,EuroForge,EuroForge - Subscription Renewal,Closed Lost,91000,USD,2023-12-02,2023-03-27,19,Renewal,12,Sarah Chen,2023-12-02,0,,
OPP-00432,ACC-00090,Rhine Ind.,Rhine Ind. - Tier Upgrade,Proposal,143000,USD,2025-07-27,2024-06-27,42,Expansion,12,Mike Rodriguez,2025-03-17,50,Executive meeting,
OPP-00433,ACC-00091,Kanto Mfg,Kanto Mfg - Subscription Renewal,Closed Lost,187000,USD,2024-01-14,2023-11-04,8,Renewal,12,Sarah Chen,2024-01-14,0,,
OPP-00434,ACC-00092,Pacifica Ind,Pacifica Ind - Subscription Renewal,Proposal,194000,USD,2025-06-08,2024-01-10,55,Renewal,12,Lisa Wang,2025-03-16,50,Contract negotiation,
OPP-00435,ACC-00093,Andean Mfg,Andean Mfg - Tier Upgrade,Proposal,71000,USD,2025-09-11,2023-05-03,44,Expansion,12,Emma Thompson,2025-03-06,50,,
OPP-00436,ACC-00094,Ironworks,Ironworks - Subscription Renewal,Closed Won,70000,USD,2025-01-04,2024-11-17,7,Renewal,12,Sarah Chen,2025-01-04,100,,
OPP-00437,ACC-00095,Urban Mart Inc.,Urban Mart Inc. - Tier Upgrade,Proposal,89000,USD,2025-04-01,2022-10-25,34,Expansion,12,David Kim,2025-03-07,50,,
OPP-00438,ACC-00096,ShopStream Inc.,ShopStream Inc. - Subscription Renewal,Discovery,168000,USD,2025-11-19,2024-04-18,21,Renewal,12,Lisa Wang,2025-03-23,25,Demo scheduled,
OPP-00439,ACC-00097,Retail Edge Corp,Retail Edge Corp - Annual Renewal,Discovery,48000,USD,2025-08-20,2023-12-05,6,Renewal,12,James Park,2025-03-01,25,Pricing discussion,
OPP-00440,ACC-00098,FreshMarket,FreshMarket - Seat Expansion,Closed Won,102000,USD,2023-05-23,2023-03-13,25,Expansion,12,David Kim,2023-05-23,100,,
OPP-00441,ACC-00099,Europa Retail,Europa Retail - New License,Negotiation,209000,USD,2025-10-13,2023-03-02,9,New Business,12,James Park,2025-03-26,75,,
OPP-00442,ACC-00100,Nordic Shops AB,Nordic Shops AB - Initial Contract,Closed Lost,83000,EUR,2023-03-24,2022-12-24,9,New Business,12,Lisa Wang,2023-03-24,0,,
OPP-00443,ACC-00101,Pacific Mart,Pacific Mart - Contract Renewal,Proposal,143000,USD,2025-11-07,2022-11-12,29,Renewal,12,James Park,2025-03-14,50,,
OPP-00444,ACC-00102,Bazaar Tech,Bazaar Tech - Tier Upgrade,Discovery,72000,USD,2025-04-18,2024-05-20,13,Expansion,12,Mike Rodriguez,2025-03-26,25,POC setup,
