payment_id,customer_id,customer_name,amount,currency,status,payment_date,subscription_id,description,failure_code,refund_id,dispute_id
pi_be4ca9166e972b,cus_0af1ed0232ce76,Zenith AI Corp,57,JPY,succeeded,2024-06-01,sub_31b0ff9670,Monthly subscription - Starter Plan,,,
pi_11d2206c27a4c6,cus_e038197be80f49,Nuvola,61,USD,failed,2024-06-01,sub_0796a36ab4,Monthly subscription - Starter Plan,expired_card,,
pi_2eba436acf3a28,cus_03177a5b150677,Helix,49,USD,succeeded,2024-06-01,sub_daaf6f92c1,Monthly subscription - Starter Plan,,,
pi_92c389d231b581,cus_549285f1446fff,Cirrus Logic,68,USD,succeeded,2024-06-01,sub_514ae80358,Monthly subscription - Starter Plan,,,
pi_f76a7ce2d17938,cus_f781c020ff2e00,OmniCore,66,AUD,succeeded,2024-06-01,sub_034f5eb7e7,Monthly subscription - Starter Plan,,,
pi_724772e5b3bedb,cus_4bdda14d2d6aa7,Cortex Auto,56,USD,succeeded,2024-06-01,sub_1867a8071b,Monthly subscription - Starter Plan,,,
pi_8904b7d993ac27,cus_8e93322e1dfccd,Vitality Health,58,USD,succeeded,2024-06-01,sub_ffa4dfa4d8,Monthly subscription - Starter Plan,,,
pi_da37369e3365d0,cus_2613a2523e4d01,Centric Health Solutions,66,USD,succeeded,2024-06-01,sub_86c8aeec5c,Monthly subscription - Starter Plan,,,
pi_5ec202a0031a0d,cus_23fcd751d708ae,Fidelity Bridge Inc.,67,USD,succeeded,2024-06-01,sub_c6daeeeb23,Monthly subscription - Starter Plan,,,
pi_3d3b5857d51407,cus_397bd1e727420b,TrustBank,64,USD,succeeded,2024-06-01,sub_ef475056d1,Monthly subscription - Starter Plan,,,
pi_ccea3c9200ccb9,cus_3fdcf6b3bb3868,Precision Dynamics Corp,68,USD,succeeded,2024-06-01,sub_928cb3fcc0,Monthly subscription - Starter Plan,,,
pi_d6896064380320,cus_c34f1493b1fb89,Steelbridge,65,USD,succeeded,2024-06-01,sub_e9a23b0810,Monthly subscription - Starter Plan,,,
pi_35c57a58049d41,cus_06927daa65eff3,FreshMarket,64,USD,succeeded,2024-06-01,sub_c7631036b8,Monthly subscription - Starter Plan,,,
pi_a2967ac61f7c2d,cus_8bccfb746f547d,Pacific Mart,32.4,JPY,succeeded,2024-06-01,sub_71571c1ef5,Prorated subscription - Starter Plan,,,
pi_4d064a3a483866,cus_1940a0c5e46868,Bazaar Tech,56,AUD,succeeded,2024-06-01,sub_f46e202ec1,Monthly subscription - Starter Plan,,,
pi_0659e8d279edb9,cus_f4876da833a2b4,Mercado,69,USD,succeeded,2024-06-01,sub_fba0962977,Monthly subscription - Starter Plan,,,
pi_0fc958a7d0b787,cus_54087ad7128ce3,Amplify,50,USD,succeeded,2024-06-01,sub_c9abd36e4c,Monthly subscription - Starter Plan,,,
pi_80c5e7b4bcfdc7,cus_ac3f0bdf7f4f53,Solaris,51,USD,succeeded,2024-06-01,sub_8c6ddc6466,Monthly subscription - Starter Plan,,,
pi_859aea0c67fd04,cus_fb1bef5252b66f,Atlas Logistics,54,USD,succeeded,2024-06-02,sub_de6d830fb3,Monthly subscription - Starter Plan,,,
pi_015fc12efc9dec,cus_d80d5ae55812c6,Lumin Digital,64,USD,succeeded,2024-06-02,sub_26db10a77a,Monthly subscription - Starter Plan,,,
pi_24a5c6472dc456,cus_da69f8f2ac6cd5,Datastream,66,USD,succeeded,2024-06-02,sub_082927fb5e,Monthly subscription - Starter Plan,,,
pi_d992b1e7f7bd73,cus_28d165c6bb7575,CoreStack,62,USD,refunded,2024-06-02,sub_7e69aa118c,Monthly subscription - Starter Plan,,,
pi_8162408b9e8a6f,cus_afea4918a663f0,Pulse Analytics Inc.,53,USD,succeeded,2024-06-02,sub_5d05c93890,Monthly subscription - Starter Plan,,,
pi_ea83e55a46f15c,cus_1fce00a7160523,TerraForm,50,USD,succeeded,2024-06-02,sub_5835f65a6f,Monthly subscription - Starter Plan,,,
pi_10e3036cebe647,cus_03b63c8ec36c89,Aurora Technology,53,JPY,succeeded,2024-06-02,sub_b2d72b2ada,Monthly subscription - Starter Plan,,,
pi_87edc58eb4d3c1,cus_4e95c3eae9443f,Pacific Wealth Partners,66,AUD,succeeded,2024-06-02,sub_369efcca5c,Monthly subscription - Starter Plan,,,
pi_bd3ff2905d53fd,cus_1c8cc503d42203,Finova,60,AUD,succeeded,2024-06-02,sub_8d01119f31,Monthly subscription - Starter Plan,,,
pi_ab9e76e23f3155,cus_3753939a4f97d8,AcademiQ Solutions,62,AUD,succeeded,2024-06-02,sub_700c2ec393,Monthly subscription - Starter Plan,,,
pi_12d3b9bd85e8cc,cus_3c543e2cfb5971,EduNova Group,55,USD,succeeded,2024-06-02,sub_c23a9bafb0,Monthly subscription - Starter Plan,,,
pi_06c2692267a3e1,cus_20a9a2d72c1646,Redwood Mfg Corp,67,USD,succeeded,2024-06-03,sub_e620412cfa,Monthly subscription - Starter Plan,,,
pi_413b6d68c1cec0,cus_ghost_1,FreshStart,55,USD,succeeded,2024-06-03,sub_0004e7221f,Monthly subscription - Starter Plan,,,
pi_ff3985a7c4973a,cus_ghost_6,PolarStar Technology,69,USD,succeeded,2024-06-03,sub_c58d63b332,Monthly subscription - Starter Plan,,,
pi_6d43c23b8326e4,cus_9020abd1d1f8d9,ByteForge Inc.,66,USD,succeeded,2024-06-03,sub_79bfcc835a,Monthly subscription - Starter Plan,,,
pi_b74cbb631c7540,cus_a609b8456151ef,Arcus Tech,57,USD,succeeded,2024-06-03,sub_7bc37569b5,Monthly subscription - Starter Plan,,,
pi_9649416a735532,cus_ca46d5c407c864,Codex,66,USD,succeeded,2024-06-03,sub_d3d6ccf329,Monthly subscription - Starter Plan,,,
pi_7066cc2f7dacc7,cus_d393f6b7110b8b,Kinetic Sys,69,AUD,succeeded,2024-06-03,sub_18a0b19d7a,Monthly subscription - Starter Plan,,,
pi_9c41fd32bb41c3,cus_0c2c7b64957917,Verdant Sys,57,USD,succeeded,2024-06-03,sub_f4dc3e34f6,Monthly subscription - Starter Plan,,,
pi_3fba7fed89ad5e,cus_c20373b3e08f3a,EdgePoint,68,JPY,succeeded,2024-06-03,sub_dfdf08b26a,Monthly subscription - Starter Plan,,,
pi_94b3ec81959b77,cus_d9fbf396c0c3d6,BioSync,52,USD,succeeded,2024-06-03,sub_6f2a477bb0,Monthly subscription - Starter Plan,,,
pi_7cd750ed3ee414,cus_d661a5c98932e5,Aether Med,63,USD,succeeded,2024-06-03,sub_ba46d8e7ad,Monthly subscription - Starter Plan,,,
pi_45b2c18b0c54da,cus_e0e16b0264d295,Pacific Health,53,JPY,succeeded,2024-06-03,sub_112236cdfd,Monthly subscription - Starter Plan,,,
pi_74c4b32e6dc2d2,cus_2546a13062823d,MedBridge,66,AUD,succeeded,2024-06-03,sub_e3d9a890b3,Monthly subscription - Starter Plan,,,
pi_a51f9a11021613,cus_8012243767b881,PulsePoint,24.5,USD,succeeded,2024-06-03,sub_a766b47cb7,Prorated subscription - Starter Plan,,,
pi_eaa0443ea86894,cus_ef28b4e49fb1c9,Forge Ind.,68,USD,succeeded,2024-06-03,sub_6c7e49c596,Monthly subscription - Starter Plan,,,
pi_fa81933ee809ee,cus_d23233d42ad301,Kanto Mfg,66,JPY,succeeded,2024-06-03,sub_8c4c809c3a,Monthly subscription - Starter Plan,,,
pi_b42fb5ef80c38f,cus_b51db706d81fac,Pacifica Ind,52,AUD,succeeded,2024-06-03,sub_7303a76e8b,Monthly subscription - Starter Plan,,,
pi_4e63a74f9e9c5d,cus_8243ef070cc09c,Andean Mfg,67,USD,succeeded,2024-06-03,sub_143c9dee5a,Monthly subscription - Starter Plan,,,
pi_48f36fd05890d9,cus_5dbb4a611e9145,Retail Edge Corp,55,USD,succeeded,2024-06-03,sub_c76073fe72,Monthly subscription - Starter Plan,,,
pi_137ee38e9e78cf,cus_985cec4f36ecb3,Nordic Shops AB,69,USD,succeeded,2024-06-03,sub_46da92a36f,Monthly subscription - Starter Plan,,,
pi_2b05168a42bef3,cus_10cf809dcc314d,EduPath Learning,60,USD,succeeded,2024-06-03,sub_879024d917,Monthly subscription - Starter Plan,,,
pi_26a16db9c946fc,cus_61339e5e193c12,Novatech,61,USD,succeeded,2024-06-04,sub_5b2bbb711f,Monthly subscription - Starter Plan,,,
pi_8905941882dd7c,cus_7c6020d8856b60,Summit Financial Group,54,USD,succeeded,2024-06-04,sub_91118757bc,Monthly subscription - Starter Plan,,,
pi_27a6322349e3a5,cus_2121d650de2061,Stratos Cloud Services,66,USD,failed,2024-06-04,sub_7af8bfbb0a,Monthly subscription - Starter Plan,insufficient_funds,,
pi_5f01e92049998a,cus_92e54220d7077f,Pinnacle Retail Group,60,USD,failed,2024-06-04,sub_8778752b97,Monthly subscription - Starter Plan,insufficient_funds,,
pi_0f6a82d9c1caaf,cus_f88e876a7749d4,Ironclad Sec,66,USD,succeeded,2024-06-04,sub_27caaeec6e,Monthly subscription - Starter Plan,,,
pi_9dd3754af0d056,cus_8467288c9dd76f,Nextera,50,USD,succeeded,2024-06-04,sub_c6d2bdec89,Monthly subscription - Starter Plan,,,
pi_68c8fdbd6c04da,cus_486ef83cac3666,Orbis Technology,68,USD,succeeded,2024-06-04,sub_f8c19d5820,Monthly subscription - Starter Plan,,,
pi_60029b9d1dcdf4,cus_1efa49136465fd,NightOwl,54,USD,succeeded,2024-06-04,sub_907ec2b2d2,Monthly subscription - Starter Plan,,,
pi_7cc07325bcdb76,cus_a4bfb38cd70160,DigitalBridge,60,USD,succeeded,2024-06-04,sub_0e67e24c5e,Monthly subscription - Starter Plan,,,
pi_fd5e364444b776,cus_53aa5eb0f9eb6e,HealthGrid Inc.,53,USD,succeeded,2024-06-04,sub_7d5a6231b7,Monthly subscription - Starter Plan,,,
pi_f20b452b1f84cd,cus_3c018223c50af7,TrueHealth,60,USD,succeeded,2024-06-04,sub_f4ee1e5c39,Monthly subscription - Starter Plan,,,
pi_79ab93f6166f0b,cus_25d8df1093fb4a,LatAm Financial Services,69,USD,succeeded,2024-06-04,sub_1e544494fa,Monthly subscription - Starter Plan,,,
pi_0a1250ec34e55b,cus_085ba87bc5cb47,Titan Mfg,58,USD,succeeded,2024-06-04,sub_39c2e6dbd6,Monthly subscription - Starter Plan,,,
pi_e4b91ad5647319,cus_641062fc0b815f,Beacon Retail Group,67,USD,succeeded,2024-06-04,sub_8c365ec864,Monthly subscription - Starter Plan,,,
pi_ee9a0b26af9f6e,cus_d228bb47ea4295,Lumina,60,USD,succeeded,2024-06-04,sub_01cc29df09,Monthly subscription - Starter Plan,,,
pi_4997b97e804685,cus_95c2aef7103675,GreenVolt Power,54,USD,succeeded,2024-06-04,sub_efaa729196,Monthly subscription - Starter Plan,,,
pi_4f19306da2d3a4,cus_54403fe2e35a9c,Renewable Dyn.,60,USD,succeeded,2024-06-04,sub_a6d0056d24,Monthly subscription - Starter Plan,,,
pi_9e99f9a267ee1a,cus_bcd1a48ba09bfc,Stratton,61,USD,succeeded,2024-06-04,sub_4e048165b8,Monthly subscription - Starter Plan,,,
pi_d8b7c444a2c492,cus_b7b9e7fc99ae5a,Vanguard,68,USD,succeeded,2024-06-04,sub_5de6d7f0b9,Monthly subscription - Starter Plan,,,
pi_8b660c65a0c53a,cus_308ff12808d563,Vanta,55,USD,succeeded,2024-06-04,sub_5b96a14675,Monthly subscription - Starter Plan,,,
pi_e9442a0c8bf989,cus_45828f9300ba1f,Quantum Dynamics Inc.,63,USD,succeeded,2024-06-05,sub_995cb41c3d,Monthly subscription - Starter Plan,,,
pi_31c0db23027300,cus_656d3329f31406,Clearview Analytics Inc.,63,USD,succeeded,2024-06-05,sub_cd0cf8da28,Monthly subscription - Starter Plan,,,
pi_b4884ccde8a667,cus_675db60f9af48a,Prism Software Solutions,51,USD,failed,2024-06-05,sub_9b1aca151b,Monthly subscription - Starter Plan,expired_card,,
pi_d479bca5c2b36b,cus_a816a82c8aae85,Vertex Engineering Ltd.,54,USD,succeeded,2024-06-05,sub_efa3859148,Monthly subscription - Starter Plan,,,
pi_08c137b7533b31,cus_ghost_5,Cascadia Net,63,AUD,succeeded,2024-06-05,sub_9b8c80d074,Monthly subscription - Starter Plan,,,
pi_483d867f60b11d,cus_ghost_8,Zephyr Analytics Inc.,61,USD,succeeded,2024-06-05,sub_89d85c2c55,Monthly subscription - Starter Plan,,,
pi_95eb71d780c223,cus_e83048a79b4be7,Silverline Technology,64,USD,succeeded,2024-06-05,sub_ec65755003,Monthly subscription - Starter Plan,,,
pi_929918a522336d,cus_b62736a32e44c9,DragonCloud,60,AUD,succeeded,2024-06-05,sub_08673992b8,Monthly subscription - Starter Plan,,,
pi_6bd0cc0b5b61ec,cus_242982f7ed6745,Lightspeed,66,USD,failed,2024-06-05,sub_a6f518f0fb,Monthly subscription - Starter Plan,expired_card,,
pi_279e0cfea2d34f,cus_cd778870c444c2,Flux Technology,63,USD,succeeded,2024-06-05,sub_ec3199e372,Monthly subscription - Starter Plan,,,
pi_5930425cf91e2f,cus_7fb8d86cdb7ad4,Sapient,66,USD,succeeded,2024-06-05,sub_392d0da389,Monthly subscription - Starter Plan,,,
pi_361cef7858b664,cus_460e467bcc54c2,Wavelength,64,USD,succeeded,2024-06-05,sub_9604100bc0,Monthly subscription - Starter Plan,,,
pi_edd83dade7ac6d,cus_4d275f821fb9e6,CarePath,56,USD,refunded,2024-06-05,sub_7795bb1a56,Monthly subscription - Starter Plan,,,
pi_ee60815fb924c6,cus_69071430d505f7,Sterling Wealth Management,58,USD,succeeded,2024-06-05,sub_9757d0f539,Monthly subscription - Starter Plan,,,
pi_67d5fe23926679,cus_425a23857e9b77,BankTech,51,USD,succeeded,2024-06-05,sub_daa8ac401c,Monthly subscription - Starter Plan,,,
pi_335455fcafcaec,cus_af6f3ae811966c,Moneta,49,USD,succeeded,2024-06-05,sub_b7dee5269c,Monthly subscription - Starter Plan,,,
pi_d9cbc60dfc5442,cus_2c6d86bb24f217,Fortis Capital,65,USD,succeeded,2024-06-05,sub_42af34ea48,Monthly subscription - Starter Plan,,,
pi_b96ed06248645b,cus_65fe531d7e9deb,Rhine Ind.,50,USD,succeeded,2024-06-05,sub_cdfe55943d,Monthly subscription - Starter Plan,,,
pi_b0c465985760bd,cus_d45952b929bb5d,LearnSphere Inc.,69,USD,succeeded,2024-06-05,sub_1ecde13b6d,Monthly subscription - Starter Plan,,,
pi_e759f96fc8b34e,cus_04a8cee6eac471,Spectrum,50,USD,succeeded,2024-06-05,sub_d05167c2a4,Monthly subscription - Starter Plan,,,
pi_e9569103c7aea6,cus_92e54220d7077f,Pinnacle Retail Group,60,USD,succeeded,2024-06-05,sub_8778752b97,Monthly subscription - Starter Plan,,,
pi_7a5f41c68ba577,cus_8e965c4a5a1ff7,Catalyst Innovation Labs,57,JPY,succeeded,2024-06-05,sub_120663e046,Monthly subscription - Starter Plan,,,
pi_00e7578eefd7fc,cus_242982f7ed6745,Lightspeed,66,USD,succeeded,2024-06-08,sub_a6f518f0fb,Monthly subscription - Starter Plan,,,
pi_a4021893573e06,cus_8493bd819465d4,Meridian Health,-66,USD,refunded,2024-06-29,sub_325dd6bd3a,Refund for pi_4f5726e6ad08d4,,re_ed50f75917,
pi_db717228c69be4,cus_8493bd819465d4,Meridian Health,66,USD,succeeded,2024-07-01,sub_325dd6bd3a,Monthly subscription - Starter Plan,,,
pi_1e7c8a3fefd3e9,cus_ghost_1,FreshStart,55,USD,succeeded,2024-07-01,sub_0004e7221f,Monthly subscription - Starter Plan,,,
pi_7faf06d51291cf,cus_ghost_4,Brightfield Corporation,60,USD,succeeded,2024-07-01,sub_4fb9b3c76e,Monthly subscription - Starter Plan,,,
pi_c43b839b3387df,cus_e83048a79b4be7,Silverline Technology,64,USD,failed,2024-07-01,sub_ec65755003,Monthly subscription - Starter Plan,expired_card,,
pi_07f0bfdfef53d3,cus_8467288c9dd76f,Nextera,50,USD,succeeded,2024-07-01,sub_c6d2bdec89,Monthly subscription - Starter Plan,,,
pi_bef5d015b26644,cus_a609b8456151ef,Arcus Tech,57,USD,succeeded,2024-07-01,sub_7bc37569b5,Monthly subscription - Starter Plan,,,
pi_1b853230ed4247,cus_308ff12808d563,Vanta,55,USD,succeeded,2024-07-01,sub_5b96a14675,Monthly subscription - Starter Plan,,,
pi_7ec9805b862a86,cus_d9fbf396c0c3d6,BioSync,52,USD,succeeded,2024-07-01,sub_6f2a477bb0,Monthly subscription - Starter Plan,,,
pi_37ce4116631b9b,cus_d661a5c98932e5,Aether Med,63,USD,failed,2024-07-01,sub_ba46d8e7ad,Monthly subscription - Starter Plan,insufficient_funds,,
pi_e6c7cec869abd3,cus_2613a2523e4d01,Centric Health Solutions,66,USD,succeeded,2024-07-01,sub_86c8aeec5c,Monthly subscription - Starter Plan,,,
pi_78a636995d2785,cus_e0e16b0264d295,Pacific Health,53,JPY,succeeded,2024-07-01,sub_112236cdfd,Monthly subscription - Starter Plan,,,
pi_de2f95829e9a5b,cus_2546a13062823d,MedBridge,66,AUD,failed,2024-07-01,sub_e3d9a890b3,Monthly subscription - Starter Plan,insufficient_funds,,
pi_ad2fd64300f531,cus_397bd1e727420b,TrustBank,64,USD,succeeded,2024-07-01,sub_ef475056d1,Monthly subscription - Starter Plan,,,
pi_c5d854c0f97bc6,cus_d23233d42ad301,Kanto Mfg,66,JPY,succeeded,2024-07-01,sub_8c4c809c3a,Monthly subscription - Starter Plan,,,
pi_3567e2fd527625,cus_8243ef070cc09c,Andean Mfg,67,USD,succeeded,2024-07-01,sub_143c9dee5a,Monthly subscription - Starter Plan,,,
pi_754fa3741a16b0,cus_5dbb4a611e9145,Retail Edge Corp,55,USD,succeeded,2024-07-01,sub_c76073fe72,Monthly subscription - Starter Plan,,,
pi_76e08f76f45b14,cus_985cec4f36ecb3,Nordic Shops AB,69,USD,succeeded,2024-07-01,sub_46da92a36f,Monthly subscription - Starter Plan,,,
pi_f484e214e19b13,cus_04a8cee6eac471,Spectrum,50,USD,succeeded,2024-07-01,sub_d05167c2a4,Monthly subscription - Starter Plan,,,
pi_0195903a77603a,cus_b7b9e7fc99ae5a,Vanguard,68,USD,succeeded,2024-07-01,sub_5de6d7f0b9,Monthly subscription - Starter Plan,,,
pi_fa74b435a1189a,cus_fb1bef5252b66f,Atlas Logistics,54,USD,succeeded,2024-07-02,sub_de6d830fb3,Monthly subscription - Starter Plan,,,
pi_ba6508ed524e77,cus_656d3329f31406,Clearview Analytics Inc.,63,USD,succeeded,2024-07-02,sub_cd0cf8da28,Monthly subscription - Starter Plan,,,
pi_3cb3b64ba40422,cus_8e965c4a5a1ff7,Catalyst Innovation Labs,57,JPY,succeeded,2024-07-02,sub_120663e046,Monthly subscription - Starter Plan,,,
pi_9db02b7befeaad,cus_ghost_6,PolarStar Technology,69,USD,succeeded,2024-07-02,sub_c58d63b332,Monthly subscription - Starter Plan,,,
pi_7f206acefc6b3a,cus_ghost_8,Zephyr Analytics Inc.,61,USD,succeeded,2024-07-02,sub_89d85c2c55,Monthly subscription - Starter Plan,,,
pi_a75a8c79c5b042,cus_f88e876a7749d4,Ironclad Sec,66,USD,succeeded,2024-07-02,sub_27caaeec6e,Monthly subscription - Starter Plan,,,
pi_5ba3634f3f0a6c,cus_9020abd1d1f8d9,ByteForge Inc.,66,USD,succeeded,2024-07-02,sub_79bfcc835a,Monthly subscription - Starter Plan,,,
pi_82756e03b09018,cus_28d165c6bb7575,CoreStack,62,USD,failed,2024-07-02,sub_7e69aa118c,Monthly subscription - Starter Plan,insufficient_funds,,
pi_323a3e4b74be4f,cus_ca46d5c407c864,Codex,66,USD,succeeded,2024-07-02,sub_d3d6ccf329,Monthly subscription - Starter Plan,,,
pi_c8f4f150fe8501,cus_49f892848d5506,Alpine Data,53,USD,failed,2024-07-02,sub_1df0c5b2ab,Monthly subscription - Starter Plan,expired_card,,
pi_df2565ff32f42b,cus_486ef83cac3666,Orbis Technology,68,USD,succeeded,2024-07-02,sub_f8c19d5820,Monthly subscription - Starter Plan,,,
pi_2a3263a5acd145,cus_1efa49136465fd,NightOwl,54,USD,succeeded,2024-07-02,sub_907ec2b2d2,Monthly subscription - Starter Plan,,,
pi_892729214b2069,cus_0af1ed0232ce76,Zenith AI Corp,57,JPY,succeeded,2024-07-02,sub_31b0ff9670,Monthly subscription - Starter Plan,,,
pi_322358d268a98d,cus_b62736a32e44c9,DragonCloud,60,AUD,succeeded,2024-07-02,sub_08673992b8,Monthly subscription - Starter Plan,,,
pi_520c16431a6368,cus_03b63c8ec36c89,Aurora Technology,53,JPY,succeeded,2024-07-02,sub_b2d72b2ada,Monthly subscription - Starter Plan,,,
pi_a74b3242debccd,cus_a4bfb38cd70160,DigitalBridge,60,USD,succeeded,2024-07-02,sub_0e67e24c5e,Monthly subscription - Starter Plan,,,
pi_e3220c44f8fbf0,cus_8bf4a9e34fac60,WellCore,54,USD,succeeded,2024-07-02,sub_2ab0963915,Monthly subscription - Starter Plan,,,
pi_f21e46e38aee96,cus_23fcd751d708ae,Fidelity Bridge Inc.,67,USD,succeeded,2024-07-02,sub_c6daeeeb23,Monthly subscription - Starter Plan,,,
pi_53eb0ea0954b6b,cus_1c8cc503d42203,Finova,60,AUD,succeeded,2024-07-02,sub_8d01119f31,Monthly subscription - Starter Plan,,,
pi_ec484a028f2443,cus_3fdcf6b3bb3868,Precision Dynamics Corp,68,USD,succeeded,2024-07-02,sub_928cb3fcc0,Monthly subscription - Starter Plan,,,
pi_3b3778a561d657,cus_c34f1493b1fb89,Steelbridge,65,USD,succeeded,2024-07-02,sub_e9a23b0810,Monthly subscription - Starter Plan,,,
pi_95e5cf4db66cbd,cus_65fe531d7e9deb,Rhine Ind.,50,USD,succeeded,2024-07-02,sub_cdfe55943d,Monthly subscription - Starter Plan,,,
pi_fcad8f47e4b7b0,cus_3c543e2cfb5971,EduNova Group,55,USD,succeeded,2024-07-02,sub_c23a9bafb0,Monthly subscription - Starter Plan,,,
pi_e1798417fa4391,cus_95c2aef7103675,GreenVolt Power,54,USD,succeeded,2024-07-02,sub_efaa729196,Monthly subscription - Starter Plan,,,
pi_4cadfe84103580,cus_bcd1a48ba09bfc,Stratton,61,USD,succeeded,2024-07-02,sub_4e048165b8,Monthly subscription - Starter Plan,,,
pi_2565c10a7e1254,cus_28d165c6bb7575,CoreStack,-62,USD,refunded,2024-07-02,sub_7e69aa118c,Refund for pi_d992b1e7f7bd73,,re_fb8a0a3de3,
pi_69f9f35bc2864a,cus_fc7cb515172c3f,Horizon Media Partners,68,USD,succeeded,2024-07-03,sub_af2e369163,Monthly subscription - Starter Plan,,,
pi_cf795d7db06a07,cus_92e54220d7077f,Pinnacle Retail Group,60,USD,succeeded,2024-07-03,sub_8778752b97,Monthly subscription - Starter Plan,,,
pi_95029f4868ff8f,cus_afea4918a663f0,Pulse Analytics Inc.,53,USD,failed,2024-07-03,sub_5d05c93890,Monthly subscription - Starter Plan,insufficient_funds,,
pi_fb658dc46f2596,cus_d393f6b7110b8b,Kinetic Sys,69,AUD,succeeded,2024-07-03,sub_18a0b19d7a,Monthly subscription - Starter Plan,,,
pi_f4e865f35879fe,cus_0c2c7b64957917,Verdant Sys,57,USD,succeeded,2024-07-03,sub_f4dc3e34f6,Monthly subscription - Starter Plan,,,
pi_cb45d1ace06dc9,cus_242982f7ed6745,Lightspeed,66,USD,succeeded,2024-07-03,sub_a6f518f0fb,Monthly subscription - Starter Plan,,,
pi_a00c76a6304e01,cus_f781c020ff2e00,OmniCore,66,AUD,succeeded,2024-07-03,sub_034f5eb7e7,Monthly subscription - Starter Plan,,,
pi_f0a8cd1206a8ec,cus_7fb8d86cdb7ad4,Sapient,66,USD,succeeded,2024-07-03,sub_392d0da389,Monthly subscription - Starter Plan,,,
pi_17e5f46a54fe2f,cus_c20373b3e08f3a,EdgePoint,68,JPY,failed,2024-07-03,sub_dfdf08b26a,Monthly subscription - Starter Plan,insufficient_funds,,
pi_67237d4499e93e,cus_8012243767b881,PulsePoint,49,USD,succeeded,2024-07-03,sub_a766b47cb7,Monthly subscription - Starter Plan,,,
pi_77973ad0c025e2,cus_425a23857e9b77,BankTech,51,USD,succeeded,2024-07-03,sub_daa8ac401c,Monthly subscription - Starter Plan,,,
pi_0c579ed14a1b15,cus_af6f3ae811966c,Moneta,49,USD,succeeded,2024-07-03,sub_b7dee5269c,Monthly subscription - Starter Plan,,,dp_cd89c
pi_10cb9fa39a3760,cus_8bccfb746f547d,Pacific Mart,54,JPY,succeeded,2024-07-03,sub_71571c1ef5,Monthly subscription - Starter Plan,,,
pi_a97c792cc82385,cus_1940a0c5e46868,Bazaar Tech,56,AUD,succeeded,2024-07-03,sub_f46e202ec1,Monthly subscription - Starter Plan,,,
pi_bcdece31ed3c7e,cus_f4876da833a2b4,Mercado,69,USD,succeeded,2024-07-03,sub_fba0962977,Monthly subscription - Starter Plan,,,
pi_18b83d4db4b5b8,cus_641062fc0b815f,Beacon Retail Group,67,USD,succeeded,2024-07-03,sub_8c365ec864,Monthly subscription - Starter Plan,,,
pi_52fe13cfa020c5,cus_10cf809dcc314d,EduPath Learning,60,USD,succeeded,2024-07-03,sub_879024d917,Monthly subscription - Starter Plan,,,
pi_bb595ea991cc6a,cus_54403fe2e35a9c,Renewable Dyn.,60,USD,succeeded,2024-07-03,sub_a6d0056d24,Monthly subscription - Starter Plan,,,
pi_631b9e1c864155,cus_4d275f821fb9e6,CarePath,-56,USD,refunded,2024-07-03,sub_7795bb1a56,Refund for pi_edd83dade7ac6d,,re_8abeda57cc,
pi_6159a9fdcdc467,cus_d80d5ae55812c6,Lumin Digital,64,USD,succeeded,2024-07-04,sub_26db10a77a,Monthly subscription - Starter Plan,,,
pi_4145cf2573f910,cus_675db60f9af48a,Prism Software Solutions,51,USD,succeeded,2024-07-04,sub_9b1aca151b,Monthly subscription - Starter Plan,,,
pi_4543f021a3b7fd,cus_2121d650de2061,Stratos Cloud Services,66,USD,succeeded,2024-07-04,sub_7af8bfbb0a,Monthly subscription - Starter Plan,,,
pi_60bae758c16b76,cus_ghost_2,MicroSolutions LLC,58,USD,succeeded,2024-07-04,sub_7f5a4afe8d,Monthly subscription - Starter Plan,,,
pi_41e36e2ea81727,cus_ghost_5,Cascadia Net,63,AUD,failed,2024-07-04,sub_9b8c80d074,Monthly subscription - Starter Plan,expired_card,,
pi_87419b9119d829,cus_da69f8f2ac6cd5,Datastream,66,USD,succeeded,2024-07-04,sub_082927fb5e,Monthly subscription - Starter Plan,,,
pi_8acc28d6933696,cus_03177a5b150677,Helix,49,USD,succeeded,2024-07-04,sub_daaf6f92c1,Monthly subscription - Starter Plan,,,
pi_b39e1e86b2b7e6,cus_549285f1446fff,Cirrus Logic,68,USD,succeeded,2024-07-04,sub_514ae80358,Monthly subscription - Starter Plan,,,
pi_e229cc4507f536,cus_4bdda14d2d6aa7,Cortex Auto,56,USD,succeeded,2024-07-04,sub_1867a8071b,Monthly subscription - Starter Plan,,,
pi_0a9499a75659f0,cus_8e93322e1dfccd,Vitality Health,58,USD,succeeded,2024-07-04,sub_ffa4dfa4d8,Monthly subscription - Starter Plan,,,
pi_e0795df8a0dbe8,cus_53aa5eb0f9eb6e,HealthGrid Inc.,53,USD,succeeded,2024-07-04,sub_7d5a6231b7,Monthly subscription - Starter Plan,,,
pi_e1d004e5f60e2e,cus_69071430d505f7,Sterling Wealth Management,58,USD,failed,2024-07-04,sub_9757d0f539,Monthly subscription - Starter Plan,card_declined,,
pi_c2e77ce277bb53,cus_2c6d86bb24f217,Fortis Capital,65,USD,succeeded,2024-07-04,sub_42af34ea48,Monthly subscription - Starter Plan,,,
